job_title; company; company_size; industry; required_experience; posting_date; closing_date; link; job_description
(Analysis) Data Scientist - (Listed IT MNC/$6K to $8.5K + GD BONUS/5 Days/ West);Achieve Career Consultant Pte Ltd(Recruitment Firm);51 - 200 Employees;Human Resources Management/Consulting;Min 2 years (Junior Executive) ;27-June-2018;27-July-2018;https://www.jobstreet.com.sg/en/job/analysis-data-scientist-listed-it-mnc6k-to-85k-gd-bonus5-days-west-6579415?fr=21&src=16&srcr=16; S$6,000 to S$8,500 + AWS + Performance BonusGlobal Listed MNC with Great Career ProgressionMonday to Friday / WestMachine learning/ Deep Learning/ Data Analysis/ Hadoop/ Spark/ Java/ Python/ RCandidate Must be willing to deploy out to government agencyOur Client is a leading Global MNC in IT Solution. They are looking for unique individual to join their growing business as a Data Scientist RESPONSIBILITIES:Work with and alongside stakeholders to model and frame business scenarios that are meaningful and impactful on critical business processes and/or decisionsIdentify what data is available and relevant for problem solvingDesign and develop innovative and effective approaches to solve clients' analytics problemsCollaborate and communicate with management, internal, and external partners regarding analysis results, methodologies, project progress, and issue resolutionProvide guidance and mentoring to less-experienced team membersREQUIREMENTS:Ph.D. or Master degree in Computer Science/Statistics/Mathematics/Physics or a related quantitative disciplineMinimum 2 years’ experience in data analysis/machine learning/deep learningstrong knowledge of data mining algorithms and techniquesStrong knowledge of big data processing framework and tools, such as Spark, Hadoop, MapReduce, etc.Proficiency in one or more programming languages including but not limited to: Python, Java, Scala, RExcellent written and verbal communication skillsAbility to effectively communicate analysis results to customers and negotiate options at management levelsOTHER INFORMATION:         Location                  : West         Working days          : 5 days -  Monday to Friday         Salary                      : $6,000 to $8,500  (salary will commensurate according to experience & qualifications).The Company strives to achieve employee satisfaction and provides conducive working environment, attractive incentives and remuneration to all staff. HOW TO APPLY: If you are a self-driven, resourceful & independent, and more importantly, believe that YOU CAN MAKE A DIFFERENCE, we would like to hear from you. Simply submit your applicationby emailing a detailed copy of your updated Resume in MS Word Format to Wynn Tham Guo Yao (EA Personnel Reg. No.: R1764185) Email: ascend4 @ achievegroup.asiaor call your friendly Consultant, Wynn, at 6590 9946 or 8282 3717 for a confidential discussion. Please indicate the below information in your resume:         Current & Expected Salary         Reason(s) for leaving         Notice Period / Availability to commence workWe regret only short listed candidate will be notified. All applications will be treated with the strictest confidence.By submitting any application or résumé to us, you will be deemed to have agreed and consented to us collecting, using, retaining and disclosing your personal information to prospective employers for their consideration. YOUR SUCCESS IS OUR ACHIEVEMENT!  
Senior Data Scientist;    							    							        							       Keppel Data Centres    							     																					;51 - 200 Employees;Telecommunication;Min 4 years (Senior Executive) ;26-June-2018;26-July-2018;https://www.jobstreet.com.sg/en/job/senior-data-scientist-6579004?fr=21&src=16&srcr=16; JOB RESPONSIBILITIESPerform the full life-cycle of data analytics activities, including conceptualization, visualization and operationalization Perform data capture by defining requirements or developing adaptors to pull data from various control systemsDesign rich Data VisualizationConduct statistical modelling and employ deep machine learning techniques to define and build modelsDevelop prediction systems and design effective data delivery mechanisms JOB REQUIREMENTSDegree in Software Engineering or equivalent, with specialisation in Data Analytics / Machine LearningMinimum 4– 5 years of relevant experience in Java software development , has scrum master certs for Agile developmentPlus Minimum  of 3– 4 years of relevant experience in machine learning pipelines, data ingestion, feature engineering, and model selection, training, validation and deploymentFamiliarity with Agile software development methodology and coding in various languages (Java, Python, #C)Proficiency in database management (Hadoop, NoSQL ,etc) Ability to derive actionable insights from large data setsAbility to communicate, present and influence internal and external stakeholders 
Data Scientist;    							    							        							       Keppel Data Centres    							     																					;51 - 200 Employees;Telecommunication;Min 2 years (Junior Executive) ;26-June-2018;26-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-6579005?fr=21&src=16&srcr=16; JOB RESPONSIBILITIESPerform the full life-cycle of data analytics activities, including conceptualization, visualization and operationalization Perform data capture by defining requirements or developing adaptors to pull data from various control systemsDesign rich Data VisualizationConduct statistical modelling and employ deep machine learning techniques to define and build modelsDevelop prediction systems and design effective data delivery mechanisms JOB REQUIREMENTSDegree in Software Engineering or equivalent, with specialization in Data Analytics / Machine LearningMinimum 2 – 3 years of relevant experience in Java software developmentMinimum 1 – 2 years of relevant experience in machine learning pipelines, data ingestion, feature engineering, and model selection, training, validation and deploymentFamiliarity with Agile software development methodology and coding in various languages (Java, Python, #C)Proficiency in database management (Hadoop, NoSQL ,etc) Ability to derive actionable insights from large data sets 
Data Scientist – Marketing and trading with global commodity MNC;The CAP Consulting Group Pte Ltd(Recruitment Firm);1 - 50 Employees;Human Resources Management/Consulting;Min 4 years (Manager) ;26-June-2018;26-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-marketing-and-trading-with-global-commodity-mnc-6578890?fr=21&src=16&srcr=16; Has min 4 years of data scientist experience gained with MNCsStrong on Mathematical / statistical modelling, Exploratory data analysisStrong on Coding (working knowledge of Python and R) Our client is a renowned and global commodity MNC. For this role, you are part of the Group Data Analytics function which is aimed at better leveraging our data to deliver new insights, value, and smarter ways of working from discovery to market. In this role, you will partner with the commodity marketing/trading business to develop statistical models and machine learning algorithms to extract value from the firm’s technical and business data and optimize commercial performance Key functions:Partner with the Marketing business to understand the questions they are trying to address to unlock value, and the data they have or need to collect to address the question. (Relevant domains| Trading, Sales, Integrated Sales & Operations teams, finance, risk etc.Engage on a regular basis to refine opportunities and develop a pathway for value generating data projects for MarketingProvide specialist advice and act as first point of contact for Marketing business data queriesAssist Marketing in designing data capture / experimental setups for exploratory work, or changes in process / data capture in existing systems.Perform exploratory data analysis, using R or Python, and provide rapid iterations of analysis to refine posed problems, and identify potential solutions.Develop statistical models, algorithms and/or machine learning algorithms to analyse data and address a particular business question.Assist and supervise Data Engineers / Developers in developing and deploying production workflows for taking data in real-time or periodically from sites / business functions, passing the data through the developed models and producing the relevant reporting without human intervention.Work with and support IM on reporting from analytics tools and developed models.Work with and support IM and business functions in architecture of data warehousing and data-lake as required.Research industry trends and identify industry best practices to further progress and develop digital best practice within the Marketing BULeverage learnings from across commodity marketing teams and functions to create and share repeatable products where appropriate. Required background:MSc in relevant field - Physics, Mathematics, Engineering, Computer Science or relevant quantitative finance qualification.Must have experience / professional background working in similar data scientist role for 4 to 6 years gained with global MNCs covering:Mathematical / statistical modellingExploratory data analysisCoding (working knowledge of Python and R)working knowledge of common machine learning algorithms used in regression, classification and time-series modelling Beneficial (but not a must) to have the following:Exposure in the mining, commodities covering trading, operations, risk management and financial accounting.Experience in marketing / commercial analysis within a large organisationExperience working within Agile project teams / structures is useful but not a mustExperience working with colleagues in the Marketing Digital & Innovation team, Commodity Marketing Teams and functions, Group functions and Marketing Information Management teamEffective in working with diverse teams and sensitive to local social, political and cultural realitiesComfortably interact across all mediums of interaction i.e. face to face vs virtual interactions with teams and stakeholdersEffectively influence and manage relationships with key internal and external stakeholders to achieve required outcomes To apply, please send your cv in word doc to [email protected] Please also include details of your current salary, expected salary and notice period in your cv. We regret to inform that only shortlisted candidates will be notified. Posted by :CAP Consulting (EA licence : 14C7175)Caroline Poh (EA registration : R1105649)  
Data Scientist;Hudson Global Resources ( HQ )(Recruitment Firm);51 - 200 Employees;Human Resources Management/Consulting; Junior Executive ;26-June-2018;26-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-6578339?fr=21&src=16&srcr=16;   Major Multi-nations Company in Singapore Newly Created roleKey Regional Role Our client is one of the well established MNCs in Asia with specialisation in Big Data and Data Analytic in the financial sector. It has a strong regional hub in Singapore with global liaison. Now, it is looking to hire a highly experienced Data Scientist.This role will be tasked to work on big data/quantitative analytic projects. This role will be a combination of hands-on conceptualising and implementation work.Requirement:PHD or Master degree holder in any quantitative discipline like Mathematics, Physics or Data Science/analytic.At least 3 years in data scientific research and/or any other related quantitative area.Strong work experience with technologies like: Python, R, Matlab etcProven communication and interpersonal skills within an international and multi-cultural environment.To submit your application, please apply online using the appropriate link below or email your CV in Microsoft Words format to [email protected] quoting SG132280 in your email subject title. Your interest will be treated in the strictest of confidence.Chua Keow Por |Reg. #: R1105253 | Hudson Global Resources (Singapore) Pte Ltd | EA Licence #: 03C4590 
Data Scientist (Mfg/ Semiconductor industry) (SSO 410626);TODAY'S CAREER PTE. LTD.(Recruitment Firm);1 - 50 Employees;Human Resources Management/Consulting;Min 3 years (Senior Executive) ;26-June-2018;26-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-mfg-semiconductor-industry-sso-410626-6577152?fr=21&src=16&srcr=16; 5 days work week Mfg/ Semiconductor Changi / Tampines  Integrate company tool and customer’s quality data to provide statistical or machine learning analysis to improve company equipment overall efficiencyPartner with customer’s Data science group and company process engineers to define problem statements, acquire and analyse data , create visualization to “explain the data” and to identify sensors of interest that correlate to customer quality data (yield, defect, CD, etch rate etc.)Understand the data infrastructure’s requirements, define the best data storage solution and support company development team to design data analytics applications.These applications will extract data ( and images) from relational databases and big data storages, processing and analysing data, calculating summaries and indicators, detecting patterns and finding the root cause, performing commonality analysis and data mining. Master / Degree in Computer Science/Data Science/Statistics or relevantMin. 3 years’ of experiencePior semiconductor manufacturing data analysis experience preferred Strong knowledge in one or more of the following areas: Big Data Technologies, relational databases, machine learning algorithms, data mining, yield analysis,statistical analysis, and image processing.Expertise in Web development, Hadoop, HBase, Java, Python, R and SQL is/are preferred Strong written and oral communication, analytical, problem solving, leadership and teamwork skills Interested candidates, please state last / expected salaries, notice period together with a recent photograph and email to: [email protected] (In MS Words format preferred)Attn: Serene Ong (Registration No.: R1102059)TODAY'S CAREER PTE. LTD.10 Anson Road International Plaza #30-13Singapore 079903Fax: 6227 6121Employment Agency Number: 96C3160GST Registration Number: 201008417CLog in to our website for the most current list of job advertisements: (Click the advertisement link at Job Seeker page)Website: www.todaycareer.com.sgEmail: [email protected]   
Data Scientist;Capita Pte Ltd(Recruitment Firm);51 - 200 Employees;Human Resources Management/Consulting;Min 5 years (Senior Executive) ;26-June-2018;26-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-6576870?fr=21&src=16&srcr=16; Using data modeling, linear regression, statistical methods and proprietary dataProvide understandings/estimates based on this data.Responsible for the creation and the evolution of the tools and methods critical to producing qualityand useful insights.Lead the development and testing of hypotheses across all functional areasResearch and apply multidisciplinary techniques, findings and approaches to problemsDesign, implement and analyze algorithms which substantially impact company featuresParticipate in the development of prototypes and guide solutions into productionServe as a primary person to consult on complex data science issues,contributing key ideas  RequirementsMasters/PhD in computer scienceObsession with data and system improvement, tempered with pragmatic ability to prioritizeProven research background, in academic or industrial work, with an emphasis on delivering practical research that has a critical impact on multiple projectsGood understanding of machine learning models, their pros and consExperience with common data science toolkits such as Python/RExperience with data visualization tools such as D3.js, matplotlib and etcProficiency in using query languages such as SQL, HiveGood understanding of statistics, such as distributions, A/B testing, model overfitting/underfittingExperience with one of deep learning libraries such as Tensorflow, Keras, Pytorch, CNTK, MXNet etc     Interested candidates, who wish to apply for the advertised position, please email us an updated copy of your resume and portfolio with recent photo attached to [email protected]| [email protected]We regret that only shortlisted candidates will be notified.   EA License No.: 08C2893  
Semiconductor Manufacturing Equipment Data Scientist;Tokyo Electron Singapore Pte Ltd;201 - 500 Employees;Semiconductor/Wafer Fabrication;Min 3 years (Senior Executive) ;26-June-2018;26-July-2018;https://www.jobstreet.com.sg/en/job/semiconductor-manufacturing-equipment-data-scientist-6519170?fr=21&src=16&srcr=16; |Responsibilities|To integrate TEL’s tool and customer’s quality data to provide statistical or machine learning analysis to improve TEL’s equipment overall efficiency||To  partner with customer’s Data science group  and TEL’s process engineers to define problem statements, acquire and analyse data , create visualization to “explain the data” and to identify sensors of interest that correlate to customer quality data (yield, defect, CD, etch rate etc.)|Understand the data infrastructure’s requirements, define the best data storage solution and support TEL’s development team to design data analytics applications.|These applications will extract data ( and images) from relational databases and big data storages, processing and analysing data, calculating summaries and indicators, detecting patterns and finding the root cause, performing commonality analysis and data mining.|| Requirements||BS or MS in Computer Science/Data Science/Statistics or a related field with at least 3 years’ of experience|Candidates with prior semiconductor manufacturing data analysis experience preferred|The candidate must have a strong knowledge in one or more of the following areas: Big Data Technologies, relational databases, machine learning algorithms, data mining, yield analysis, statistical analysis, and image processing.|Expertise in Web development, Hadoop, HBase, Java, Python, R and SQL is/are preferred|This position requires strong written and oral communication, analytical problem solving, leadership  and teamwork skills|| 
Data Scientist (NLP);BIGO TECHNOLOGY PTE. LTD.;1001 - 2000 Employees;Telecommunication;Min 3 years (Senior Executive) ;23-June-2018;23-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-nlp-6515531?fr=21&src=16&srcr=16;  ||We are launching our third engineering hub in SINGAPORE in 2018 after Guangzhou & Beijing with technology capabilities in domains such as computer vision, Artificial Intelligence, Machine / Deep Learning, Neuro-linguistic Programming, Android/IOS development etc. Engineers & researchers are encouraged to be cross-trained in different domains but also deep-dive into their own specializations. We are currently looking for a great data scientist to work with a world-class group of engineering talents and delivering excellent & innovation products/features into the market.| ||Responsibilities:|||Working on R & D of Neuro-linguistic Programming technology to solve text classification and clustering, sentiment analysis, name entity extraction, semantic models, question and answer system, natural language generation.|||Application of NLP to ranking, user profiling and comment analysis.      ||	     |||Required Skills:|||Master's or doctorate degree in computer science, mathematics or related field.            |||Expertise in commercial NLP topics.|||Knowledge of machine learning and statistics.|||Excellent communication skills and teamwork skills.|||Hadoop/Spark/MPI programming skill is preferred.           || 
Data Scientist;    							    							        							       Manpower Staffing Services (S) Pte Ltd - SCS    							     																						(Recruitment Firm);51 - 200 Employees;Human Resources Management/Consulting;Min 5 years (Junior Executive) ;22-June-2018;22-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-6572108?fr=21&src=16&srcr=16; Job Scope: • Work closely with your business to identify issues and use data to propose solutions for effective decision making• Merge, manage, interrogate and extract data to supply tailored reports to colleagues, customers or the wider organisation• Maintain clear and coherent communication, both verbal and written, to understand data needs and report results• Use machine learning tools and statistical techniques to produce solutions to problems• Create clear reports that tell compelling stories about how customers or clients work with the business• Horizon scan to stay up to date with latest technology, techniques and methods• Conduct research from which you'll develop prototypes and proof of concepts• Look for opportunities to use insights/datasets/code/models across other functions in the organisation (for example in the HR and marketing departments)• Stay curious and enthusiastic about using algorithms to solve problems and enthuse others to see the benefit of your work. Requirements: • Experience in advanced statistical modelling and machine learning methods to develop robust predictive models• Experience in working with large unstructured data sets and distributed computing tools (e.g. Spark, Hadoop, Hive, etc.)| leading platforms (e.g. SAS, Tableau, Qlik)• Experience with enterprise databases, in traditional and alternative database technologies (SQL and NoSQL)• Hacking skills (ability to quickly prototype solutions for diverse needs)• Data manipulation – comfortable handling multiple data types across varying frequencies and complexities as well as familiar in feature selection and transformation• Fluency in Python, R and/or other similar languages• Adept in data visualization• Ability to work in a challenging environment and is creative in coming up with solutions to solve complex problems• Strong communication skills, and a passion for data, technology  Interested candidates can click apply for more information. ** We regret to inform that only shortlisted candidates will be notified. ** We respect your privacy and all communication will be treated with confidentiality.  If you wish to know more about this position or explore other roles, please prepare your updated profile and get in touch with our consultants. Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the collection, use and/or disclosure of personal data by Manpower for the purpose of carrying out its business, in compliance with the relevant provisions of the Personal Data Protection Act 2012.    Consultant: Bernice RallonzaPersonnel Reg No.: R1442141  
Data Scientist;Hudson Global Resources ( HQ )(Recruitment Firm);51 - 200 Employees;Human Resources Management/Consulting; Junior Executive ;22-June-2018;22-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-6569076?fr=21&src=16&srcr=16;   Major Multi-nations Company in Singapore Newly Created roleKey Regional Role Our client is one of the well established MNCs in Asia with specialisation in Big Data and Data Analytic in the financial sector. It has a strong regional hub in Singapore with global liaison. Now, it is looking to hire a highly experienced Data Scientist.This role will be tasked to work on big data/quantitative analytic projects. This role will be a combination of hands-on conceptualising and implementation work.Requirement:PHD or Master degree holder in any quantitative discipline like Mathematics, Physics or Data Science/analytic.At least 3 years in data scientific research and/or any other related quantitative area.Strong work experience with technologies like: Python, R, Matlab etcProven communication and interpersonal skills within an international and multi-cultural environment.To submit your application, please apply online using the appropriate link below or email your CV in Microsoft Words format to [email protected] quoting SG132280 in your email subject title. Your interest will be treated in the strictest of confidence.Chua Keow Por |Reg. #: R1105253 | Hudson Global Resources (Singapore) Pte Ltd | EA Licence #: 03C4590 
Data Scientist;Capita Pte Ltd(Recruitment Firm);51 - 200 Employees;Human Resources Management/Consulting;Min 5 years (Senior Executive) ;21-June-2018;05-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-6534839?fr=21&src=16&srcr=16; Develop analytical solutions to drive resultsSupport Product Development initiatives by engaging internal teams to seek out opportunities to innovate by using non-traditional data and new modeling techniquesAdvocate adoption of Business Analytics in driving strategy and optimizing existing operating modelsProvide expertise in Business Analytics through combination of BI and industry standard statistical techniques to implement solutions to meet needs, and to improve delivery and driven innovationImprove existing data governance framework, identify opportunities to address data gaps through business process re-engineering, and development of new data capture tools RequirementsExperience with Business Intelligence tools, modeling techniques, and applying statistical solutions to business problemsHands on experience with one or more data analytics / programming tools such as Hadoop / R / Python / Hive, and visualization tools such as Power BI, Tableau or QlikGood business acumen with strong ability to solve business problems through data driven quantitative methodologiesExperience in healthcare sector will be an advantage   Interested candidates, who wish to apply for the advertised position, please email us an updated copy of your resumewith recent photo attached to [email protected], [email protected] .We regret that only shortlisted candidates will be notified.     EA License No.: 08C2893  
VP/AVP, Data Scientist, Big Data Analytics Group, Data Management Office;United Overseas Bank Limited (UOB);More than 5000 Employees;Banking/Financial Services;Min 5 years (Senior Executive) ;21-June-2018;05-July-2018;https://www.jobstreet.com.sg/en/job/vpavp-data-scientist-big-data-analytics-group-data-management-office-6533283?fr=21&src=16&srcr=16; The Data Management Office (DMO) is a business function that covers Enterprise Data Governance, Data Management, Big Data Analytics and Enterprise Data Strategy. Data Management Office ensures that UOB meets all data governance standards set by data regulators and optimize data management and usage to help UOB make smarter, faster and more accurate decisions and to improve operational efficiency. The Big Data Analytics Group (BDAG) leads the transformational build, use, and deployment of the banks next generation analytics capabilities across the organization. This exciting role will play a pivotal part as an Analytics Centre of Excellence that will take analytics to the next level through use of latest data and analytics technology currently being deployed. You will work either individually or in project teams as a subject matter expert to deliver new Big Data and Machine Learning solutions for our business partners. Your main responsibilities include: ·         Design analytical solutions/experiments to solve various strategic business problems through engagement and research.·         Building and deploying Machine Learning Algorithms, Advanced Analytics, and Data Visualization across the UOB group and region.·         Support the Enterprise Data Architecture and Governance Program in developing and transforming the Analytics Capabilities across the group.·         Partnering with assigned teams and/or business units to provide deep expertise and advisory on advanced data analytics needs.·         Strong knowledge of data and analytics architecture to ensure analytics objectives are aligned to business priorities on the Data Analytics Transformation Program.·         Drive Innovation initiatives under CDO guidance and directives. Requirements ·         Min Postgraduate in Statistics, Mathematics, Engineering , Computer Science or a related field·         Min 5 years advanced analytics working experience in banking / financial services / consulting industry Possess a strong selection of skills and experience with analytical frameworks and languages such as SQL, R, SPARK, Python,  Hive and other Hadoop-based languages·         Possess a strong ability to query and use large, robust data sets across traditional Data Warehouse and Hadoop platforms.·         An analytical mind and team player with demonstrated ability to build strong partnerships by applying quantitative techniques to solve business problems·         A strong communicator, with clear articulation of analytical findings through presentations.·         Experience with data visualization packages and/or tools will be a plus·         Innovative and Agile thinking - experience with Test and Learn Frameworks desirable 
Data Scientist;Morgan McKinley(Recruitment Firm);51 - 200 Employees;Human Resources Management/Consulting;Min 2 years (Non-Executive) ;19-June-2018;19-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-6561919?fr=21&src=16&srcr=16; A leading organisation is looking for Data Scientist to lead and drive analytics work for various programmes. ResponsibilitiesUse data science tools such as Python and R design and develop analytical models using advanced techniques such as machine learning, neural networks, simulations, and optimizations.Act as an analyst in the development of hypotheses to develop insights from the healthcare dataFind data to support analytical projects, and oversee or execute the work necessary to prepare data to support the development of information models to prove or disprove project hypotheses.Assess the output of analytical solution and use the data to draw conclusions, identify options, and make recommendations.Make recommendations that aid in the realization of value and sustaining analytical activities, which seek to embed analytical tools within business processes.Promote a culture of analytics as a differentiator and competitive advantage - an environment that places high value on embedding analytical tools within business processes, and using information in real time to make fact-based decisions ¨Stay current with industry best practices and trends.Provides solutions to complex business problems for area(s) of responsibility where analysis of situations requires an in depth knowledge of organizational objectives. Involved in setting strategic direction to establish near term goals for area of responsibility. RequirementsPhD or Masters in a quantitative field such as Mathematics, Statistics, Information Technology, Physics, Supply Chain Management, Operations Research, Engineering, Finance.At least 2 years of relevant working experience.Knowledge of statistical and data mining techniques, which may include some of the following: predictive modeling, regressions models, cross section time series models, longitudinal data analysis, evidence based modelling and various Clustering algorithmsWorking experience with R and/or Python with models deployed for operational use.In depth knowledge in two or more of the following area is advantageous - Data Profiling/ SQL queryingData QualityETL and Data warehousingData Governance and Healthcare data standardsStatistical modellingIn memory analyticsBig data framework (e.g. Hadoop, Spark) MORGAN MCKINLEY PTE. LTD.Registration No: 11C5502 Tan SeanEA License No: R1767484 
(Analysis) Data Scientist - (Listed IT MNC/$6K to $8.5K + GD BONUS/5 Days/ West);Achieve Career Consultant Pte Ltd(Recruitment Firm);51 - 200 Employees;Human Resources Management/Consulting; Entry Level;19-June-2018;19-July-2018;https://www.jobstreet.com.sg/en/job/analysis-data-scientist-listed-it-mnc6k-to-85k-gd-bonus5-days-west-6561211?fr=21&src=16&srcr=16; S$6,000 to S$8,500 Basic + AWS + BonusGlobal Listed MNC with Great Career ProgressionMonday to Friday / WestMachine learning/ Deep Learning/ Data Analysis/ Hadoop/ Spark/ Java/ Python/ RCandidate Must be willing to deploy out to government agencyOur Client is a leading Global MNC in IT Solution. They are looking for unique individual to join their growing business as a Data Scientist RESPONSIBILITIES:Work with and alongside stakeholders to model and frame business scenarios that are meaningful and impactful on critical business processes and/or decisionsIdentify what data is available and relevant for problem solvingDesign and develop innovative and effective approaches to solve clients' analytics problemsCollaborate and communicate with management, internal, and external partners regarding analysis results, methodologies, project progress, and issue resolutionProvide guidance and mentoring to less-experienced team membersREQUIREMENTS:Ph.D. or Master degree in Computer Science/Statistics/Mathematics/Physics or a related quantitative disciplineMinimum 2 years’ experience in data analysis/machine learning/deep learningstrong knowledge of data mining algorithms and techniquesStrong knowledge of big data processing framework and tools, such as Spark, Hadoop, MapReduce, etc.Proficiency in one or more programming languages including but not limited to: Python, Java, Scala, RExcellent written and verbal communication skillsAbility to effectively communicate analysis results to customers and negotiate options at management levelsOTHER INFORMATION:         Location                  : West         Working days          : 5 days -  Monday to Friday         Salary                      : $6,000 to $8,500  (salary will commensurate according to experience & qualifications).The Company strives to achieve employee satisfaction and provides conducive working environment, attractive incentives and remuneration to all staff. HOW TO APPLY: If you are a self-driven, resourceful & independent, and more importantly, believe that YOU CAN MAKE A DIFFERENCE, we would like to hear from you. Simply submit your applicationby emailing a detailed copy of your updated Resume in MS Word Format to Wynn Tham Guo Yao (EA Personnel Reg. No.: R1764185) Email: ascend4 @ achievegroup.asiaor call your friendly Consultant, Wynn, at 6590 9946 or 8282 3717 for a confidential discussion. Please indicate the below information in your resume:         Current & Expected Salary         Reason(s) for leaving         Notice Period / Availability to commence workWe regret only short listed candidate will be notified. All applications will be treated with the strictest confidence.By submitting any application or résumé to us, you will be deemed to have agreed and consented to us collecting, using, retaining and disclosing your personal information to prospective employers for their consideration. YOUR SUCCESS IS OUR ACHIEVEMENT!  
Senior Data Scientist;PeopleSearch Pte Ltd(Recruitment Firm);201 - 500 Employees;Human Resources Management/Consulting;Min 5 years (Manager) ;19-June-2018;19-July-2018;https://www.jobstreet.com.sg/en/job/senior-data-scientist-6561068?fr=21&src=16&srcr=16; In view of business expansion, our established multinational clients is seeking few Senior Data Scientists to be one of the key members to build up the Data Science team. The Responsibilities:Responsible for implementing big data analytics & data science projects with the focus on big data, advanced analytics and machine learningInteract with business stakeholders to understand business data and analytics requirements and identify data-driven business opportunitiesResponsible for explores information from multiple diverse sources, analyzing data and gain insights into business intelligence that is actionableIdentify and uncover new opportunities, insights, trends, and patterns from analysis to key stakeholders/decision-makers To build sustainable processes and constructs models to support the expanding data volumes and ensuring data quality & accessibility Regular review and validate for continual improvements and ensure the business value has been metThe Requirements  Degree in Computer Science, Computer Engineering or a related fieldOver 5 years expertise in Data Science/Analysis/Modeling Proven experiences in implementing scalable solutions using R/Python/Scala/Spark/Hadoop on batch & real-time data  Ability to work on multiple projects involving multiple stakeholders concurrentlyStrong presentation and communication skills on a business levelTeam player with good interpersonal and problem solving skillsStrong analytical skills and able to work under tight timelines3 Full-Time position(s) available.Interested candidates kindly forward your CV to [email protected] (Tan Kok Pin, Reg No: R1106634). You may email this great opportunity to someone who would be a great fit for this role. All information will be kept strictly confidential. We regret to inform that only successful applicants will be contacted.PeopleSearch Pte LtdEA License No: 16S8057  
Data Scientist;SEEK International - Global Delivery Pod;2001 - 5000 Employees;Computer/Information Technology (Software);Min 3 years (Senior Executive) ;18-June-2018;18-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-3659298/origin/my?fr=21&src=16&srcr=16; The Role| ||The SEEK Group are committed to helping people live more fulfilling and productive working lives and helping organisations succeed. As we are undergoing significant growth in our Global Delivery Pod (GDP) operation in Kuala Lumpur, we are on the lookout for a highly talented Data Scientist. | ||Key Responsibilities| ||You will lead the development of data analytics and machine learning capabilities for our Global Delivery Pod taking our platform to the next level. This will require you to work with various team such as Strategy, Product, Data Science and of course Software Development to research a variety of business problems.|You excitedly jump on the opportunity to investigate new data sources, methodologies and technologies to solve often yet to be defined problems on a day to day basis.|You work collaboratively with our teams in Kuala Lumpur, Melbourne and Sao Paulo to research, build, deploy and maintain machine learning solutions, integrating them within our products.|You will make use of a mixture of skills of a developer, statistician and machine learning expert.|Constantly building and improving internet-scale products informed by data, understands human behaviour and knows what to look for in our large dataset.|| ||||Essential Skills, Experience and Competencies| ||Professional qualification in Computer Science, Artificial Intelligence, Mathematics, Statistics or a related field.|Strong knowledge in algorithms and data structures.|Strong knowledge in applied data science involving large datasets|Professional experience with large scale development using Python, C/C++, Scala or Java|Strong background in processing and analysis of unstructured and structured data|Strong background in Machine Learning, Information Retrieval and Matching Algorithms|Some background in Natural Language Processing and Deep Learning|Highly collaborative with the ability to work across different levels in the organization as well as a diversity of culture and nationalities.|Well-developed communication and interpersonal skills.||Desirable Knowledge | ||Ability to perform data exploratory analysis for proof of concepts|Distributed processing framework such Spark or Hadoop|Ability to perform data visualization and to communicate the results to a diverse audience|Search engine such as Elasticsearch or SOLR|Relational database such as MySQL or PostgreSQL|Cloud infrastructure such as AWS, Azure or Google Platform|NoSQL database such as MongoDB, DynamoDB or Cassandra |||| 
Data Scientist;Hudson Global Resources ( HQ )(Recruitment Firm);51 - 200 Employees;Human Resources Management/Consulting; Junior Executive ;18-June-2018;18-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-6558329?fr=21&src=16&srcr=16;   Major Multi-nations Company in Singapore Newly Created roleKey Regional Role Our client is one of the well established MNCs in Asia with specialisation in Big Data and Data Analytic in the financial sector. It has a strong regional hub in Singapore with global liaison. Now, it is looking to hire a highly experienced Data Scientist.This role will be tasked to work on big data/quantitative analytic projects. This role will be a combination of hands-on conceptualising and implementation work.Requirement:PHD or Master degree holder in any quantitative discipline like Mathematics, Physics or Data Science/analytic.At least 3 years in data scientific research and/or any other related quantitative area.Strong work experience with technologies like: Python, R, Matlab etcProven communication and interpersonal skills within an international and multi-cultural environment.To submit your application, please apply online using the appropriate link below or email your CV in Microsoft Words format to [email protected] quoting SG132280 in your email subject title. Your interest will be treated in the strictest of confidence.Chua Keow Por |Reg. #: R1105253 | Hudson Global Resources (Singapore) Pte Ltd | EA Licence #: 03C4590 
